tweet-id,timestamp,text,app_name,comment,bug_report,topic_distribution
1130246166237442048,2019-05-19 22:57:39,having an issue with not being able to invite people to like my page i know this is not intentional any help would definitely be appreciated,facebook,"['have', 'issue', 'not', 'able', 'invite', 'people', 'like', 'page', 'know', 'be', 'not', 'intentional', 'help', 'would', 'definitely', 'appreciate', 'com', 'atltay']",1,"[0.025974025974025986, 0.025974025974025986, 0.04213564213564216, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.04415584415584418, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986]"
1130246138337071104,2019-05-19 22:57:32,i amhaving issue posting link to my domain on both instagram and facebok and unable to use debugger either with error of we can not reviewdoesnt meet community standard this is stopping me making ad help,facebook,"['have', 'issue', 'post', 'link', 'domain', 'instagram', 'facebook', 'unable', 'use', 'debugger', 'error', 'review', 'meet', 'community_standards', 'be', 'stop', 'make', 'ad', 'help']",1,"[0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.03624733475479747, 0.02629708599857855, 0.021321961620469093, 0.022980336413172247, 0.022980336413172243, 0.0594645818526416, 0.03624733475479747, 0.03127221037668801, 0.05283108268182899, 0.021321961620469093, 0.021321961620469093, 0.03458895996209431, 0.021321961620469093, 0.022980336413172243, 0.044539208718313225, 0.03458895996209431, 0.021321961620469093, 0.021321961620469093, 0.04951433309642269, 0.021321961620469093, 0.021321961620469093, 0.029613835583984855, 0.03790570954750062, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.05283108268182899]"
1130232992897667072,2019-05-19 22:05:18,i get off facebok when it reset my feed or whatever i amcurently looking at very frustrating and tap the top while in comment section on io reset the whole feed or playlist behind the comment this has been this way since the beginning,facebook,"['get', 'facebook', 'reset', 'feed', 'be', 'currently', 'look', 'frustrating', 'tap', 'top', 'comment', 'section', 'ios', 'reset', 'whole', 'feed', 'playlist', 'comment', 'be', 'way', 'begin']",1,"[0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03794642857142857, 0.022321428571428565, 0.03621031746031744, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.08308531746031746, 0.022321428571428565, 0.034474206349206345, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.02405753968253968, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03794642857142857, 0.055307539682539694, 0.02405753968253968, 0.022321428571428565, 0.022321428571428565, 0.05357142857142858, 0.03447420634920635, 0.03621031746031744, 0.022321428571428565, 0.02405753968253968, 0.022321428571428565, 0.024057539682539677, 0.02405753968253968, 0.022321428571428565, 0.024057539682539677]"
1130230416986836994,2019-05-19 21:55:04,i have tried reporting a fraud profile to facebok and keep getting the attached error message could facebok help beat fraud by informing me of how i can report this without using a facebok account the reporting mechanism doe not work help,facebook,"['have', 'try', 'report', 'fraud', 'profile', 'facebook', 'keep_getting', 'attach', 'error_message', 'could', 'facebook', 'help', 'beat', 'fraud', 'inform', 'report', 'use', 'facebook', 'account', 'reporting', 'mechanism', 'do', 'not', 'work', 'help', 'pic_twitter', 'com', 'lzeca']",1,"[0.02298033641317224, 0.021321961620469083, 0.021321961620469083, 0.07273158019426679, 0.021321961620469083, 0.022980336413172237, 0.031272210376687995, 0.021321961620469083, 0.021321961620469083, 0.032930585169391145, 0.021321961620469083, 0.05448945747453212, 0.029613835583984838, 0.02298033641317224, 0.022980336413172237, 0.02298033641317224, 0.032930585169391145, 0.021321961620469083, 0.05117270788912581, 0.03624733475479745, 0.021321961620469083, 0.03624733475479744, 0.021321961620469083, 0.021321961620469083, 0.031272210376687995, 0.021321961620469083, 0.022980336413172237, 0.027955460791281694, 0.037905709547500596, 0.021321961620469083, 0.024638711205875387, 0.021321961620469083, 0.034588959962094296, 0.029613835583984838, 0.021321961620469083]"
1130198595737673728,2019-05-19 19:48:37,so these are the option now a stupid card a messenger message or click the note pad to go to the profile scroll down to where the post box is and then just write happy birthday too bad i can not just write it and click post from this screen like before,facebook,"['option', 'stupid', 'card', 'messenger', 'message', 'click', 'note', 'pad', 'go', 'profile', 'scroll', 'post', 'box', 'be', 'write', 'happy_birthday', 'bad', 'can', 'not', 'write', 'post', 'screen', 'pic_twitter', 'com', 'dqm', 'hmvudq']",1,"[0.0235827664399093, 0.020408163265306128, 0.021995464852607716, 0.020408163265306128, 0.0235827664399093, 0.03628117913832201, 0.020408163265306128, 0.05056689342403631, 0.021995464852607716, 0.020408163265306128, 0.03628117913832201, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.04421768707482996, 0.020408163265306128, 0.020408163265306128, 0.03469387755102042, 0.021995464852607716, 0.06961451247165536, 0.03469387755102042, 0.020408163265306128, 0.034693877551020415, 0.033106575963718826, 0.07278911564625853, 0.020408163265306128, 0.029931972789115663, 0.020408163265306128, 0.020408163265306128, 0.03628117913832201, 0.025170068027210894, 0.020408163265306128, 0.020408163265306128, 0.021995464852607716]"
1130182805927804929,2019-05-19 18:45:53,totally disgusting facebok again disabled my other account what is your problem facebok why disabled my account no comment no photo not sharing no any violent activity so please tell me why are you disable my account tell any reason,facebook,"['totally', 'disgusting', 'facebook', 'disabled', 'account', 'be', 'problem', 'facebook', 'disabled', 'account', 'comment', 'photo', 'not', 'share', 'violent', 'activity', 'tell', 'disable', 'account', 'tell', 'reason']",1,"[0.031272210376687995, 0.03624733475479746, 0.031272210376687995, 0.08765695332859517, 0.022980336413172243, 0.03624733475479746, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02961383558398485, 0.02132196162046909, 0.0760483297796731, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.0345889599620943, 0.024638711205875394, 0.0345889599620943, 0.02132196162046909, 0.022980336413172247, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.05117270788912583, 0.0279554607912817, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.026297085998578548]"
1130176416073551878,2019-05-19 18:20:29,kindly update your algorithm so it could identify the originality of content our post are in no breach kindly check your inbox and fix the issue,facebook,"['kindly', 'update', 'algorithm', 'could', 'identify', 'originality', 'content', 'post', 'breach', 'kindly', 'check', 'inbox', 'fix', 'issue']",1,"[0.03854875283446711, 0.02267573696145124, 0.031494079113126724, 0.03325774754346182, 0.02267573696145124, 0.02267573696145124, 0.02267573696145124, 0.02443940539178634, 0.02443940539178634, 0.0385487528344671, 0.029730410682791628, 0.02267573696145124, 0.02267573696145124, 0.02796674225245653, 0.02267573696145124, 0.02267573696145124, 0.02267573696145124, 0.05442176870748299, 0.02267573696145124, 0.0456034265558075, 0.02267573696145124, 0.02267573696145124, 0.04031242126480221, 0.02267573696145124, 0.02620307382212143, 0.03149407911312673, 0.02267573696145124, 0.02267573696145124, 0.07029478458049886, 0.02267573696145124, 0.026203073822121434, 0.02267573696145124, 0.024439405391786337, 0.024439405391786337, 0.02267573696145124]"
1130174662678335488,2019-05-19 18:13:31,hello i have a problem with my wife account or profile everyday show up a pic with some discount who she never post i think that is a spam so can you fix this please the profile is valentina paz jorquera padila ill appreciate your help on this matter,facebook,"['have', 'problem', 'wife', 'account', 'profile', 'everyday', 'show', 'pic', 'discount', 'never', 'post', 'think', 'be', 'spam', 'fix', 'profile', 'be', 'jorquera', 'padilla', 'appreciate', 'help', 'matter', 'pic_twitter', 'com', 'olik', 'etgbc']",1,"[0.021321961620469093, 0.0660980810234542, 0.07604832977967312, 0.03790570954750062, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.022980336413172243, 0.022980336413172247, 0.021321961620469093, 0.027955460791281705, 0.022980336413172243, 0.03624733475479747, 0.021321961620469093, 0.022980336413172243, 0.03790570954750062, 0.0660980810234542, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.03458895996209431, 0.021321961620469093, 0.03956408434020377, 0.021321961620469093, 0.022980336413172243, 0.021321961620469093, 0.021321961620469093, 0.021321961620469093, 0.03624733475479747, 0.021321961620469093]"
1130160738780082176,2019-05-19 17:18:12,my account has been disabled and my ad account had a balance of rupee but have not received it back inspite of mailing you regarding this issue please help and solve it,facebook,"['account', 'be', 'disabled', 'ad', 'account', 'balance', 'rupee', 'have', 'not', 'receive', 'back', 'inspite', 'mailing', 'regard', 'issue', 'help', 'solve']",1,"[0.022675736961451243, 0.03854875283446712, 0.022675736961451243, 0.03678508440413201, 0.02973041068279163, 0.022675736961451243, 0.026203073822121434, 0.06324011085915848, 0.022675736961451243, 0.03678508440413201, 0.022675736961451243, 0.03854875283446712, 0.07734945830183924, 0.022675736961451243, 0.024439405391786337, 0.024439405391786337, 0.024439405391786337, 0.022675736961451243, 0.026203073822121437, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.02443940539178634, 0.03325774754346183, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.04031242126480221, 0.022675736961451243]"
1130020875531706369,2019-05-19 08:02:26,hello i amhaving trouble changing a facebok page name i have tried to do it after temporarily changing it a couple of week ago and now it will not change again i get no notification to say i amnot aloud to do it or that its banned it just doesnt happen,facebook,"['having_trouble', 'change', 'facebook', 'page', 'name', 'try', 'do', 'temporarily', 'change', 'couple', 'weeks_ago', 'change', 'get', 'notification', 'say', 'not', 'aloud', 'do', 'ban', 'happen']",1,"[0.08225108225108226, 0.021645021645021644, 0.021645021645021644, 0.03511303511303512, 0.021645021645021644, 0.03511303511303512, 0.021645021645021644, 0.02837902837902838, 0.021645021645021644, 0.021645021645021644, 0.03511303511303512, 0.0367965367965368, 0.021645021645021644, 0.0367965367965368, 0.021645021645021644, 0.02332852332852333, 0.021645021645021644, 0.051948051948051965, 0.021645021645021644, 0.03006253006253007, 0.051948051948051965, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.051948051948051965, 0.021645021645021644, 0.023328523328523327, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.023328523328523327, 0.021645021645021644, 0.021645021645021644]"
